1,-6,2,-2,2,8,-4,2,4,-4,-4,-4,0,-6,-4,0,4,-2,-2,0,-4,-2,-8,-4,4,8,6,4,-2,0,4,-2,0,0,-6,6,6,0,0,-4,-6,-2,-6,4,4,4,0,-6,0,4,2
10,-8,-2,8,-2,-2,0,0,2,2,0,2,4,-6,-2,4,0,4,-2,-2,0,-2,-2,6,-6,4,4,4,0,-4,-6,-4,-2,6,-2,0,4,2,0,4,4,-4,0,-4,-4,-2,-4,0,2,-6,0
20,8,6,-4,2,-10,4,2,-4,2,6,2,6,-10,-10,2,10,-8,2,-8,4,-2,8,6,-10,8,6,-10,-10,-6,-4,-10,2,-2,-6,6,-10,-6,-4,10,0,6,10,0,2,4,-10,6,-10,6,-6
30,-10,10,-4,2,8,10,0,6,2,10,8,-10,-10,8,10,10,-10,0,6,-10,-10,2,-6,-8,-2,-10,-10,-10,-10,-10,2,-10,-10,-2,-10,4,-2,-10,-10,0,0,-10,-10,0,-10,-6,-10,10,4,-10
40,-10,-10,10,-10,2,10,10,-10,-10,-10,8,10,-10,6,-10,-10,-6,-10,10,-6,6,10,-6,-10,-10,4,10,-10,10,-2,-10,0,6,-10,-10,6,-10,10,-10,6,6,-10,6,-10,10,-10,-6,6,-10,10
50,6,-10,-10,6,10,10,-10,-6,-10,-6,-10,10,6,-10,10,-10,-2,-10,-10,-10,-10,10,-10,-10,10,-10,-10,-10,-10,10,10,-10,10,-6,-10,-10,-10,-10,10,10,-10,-6,10,10,-6,6,-10,10,-10,-10
60,-10,-6,10,-10,10,-10,-10,10,10,-10,-6,10,-10,-10,-10,-10,10,-6,6,-10,-10,-10,-10,10,-10,-10,-10,-10,10,10,-10,6,10,-10,-6,-10,-10,10,-6,-6,10,-10,-10,10,10,-10,-10,10,-10,-6
70,-10,-10,10,10,10,-6,-10,-10,10,-6,-6,-10,-6,10,-10,-6,-6,10,-10,-10,-10,-6,-6,10,10,-10,-10,-6,10,10,-10,10,-6,10,-6,10,-6,10,-10,-6,10,-6,10,-10,-6,-6,10,-6,10,-10
80,-6,10,-6,-6,-6,-6,-6,-6,-6,-10,-6,10,-6,10,-10,-10,-10,-10,-10,-10,-10,-6,10,-6,-10,-6,-10,-6,10,-10,10,-6,10,-10,-6,-6,-10,10,-6,-6,-6,-6,10,-10,-10,-10,-6,-10,-10,-10
90,-6,-10,10,10,-6,-6,-6,10,10,-6,10,10,10,-10,10,-6,10,10,-6,-10,-10,-10,10,-6,-10,-6,10,-10,-6,-6,-6,-10,10,-6,10,-6,10,10,-6,10,-6,-6,10,-6,-10,-6,10,-10,-6,-6
100,-6,10,10,-10,-10,-6,-10,-10,-6,-10,-10,10,-6,-6,-6,10,10,10,10,-6,-6,-6,-10,10,-6,-10,-6,10,-6,-10,-10,10,-10,-6,-10,-6,10,-6,-6,-6,-6,-10,-10,-6,-10,10,-6,-10,10,-6
110,-6,-6,-6,-6,-6,-6,-10,-6,-6,-6,-10,-10,-6,-6,-6,-10,-6,-6,-10,-10,-6,-6,-6,-6,10,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-10,-6,-10,-6,10,-10,-6,-10,-10,-6,-6,-10,-6,-6
120,-10,-6,-10,-6,10,-6,-6,-6,-10,10,-6,-10,-6,10,-10,-10,-10,-6,-6,-10,-6,-6,10,-10,-10,-6,-6,10,10,-10,-10,-6,-6,10,-6,-10,-6,-6,-6,10,-6,-6,10,-6,-10,-6,-6,10,10,10
130,-10,-6,-6,-10,-6,-6,-6,-6,10,-6,-10,-6,-10,-6,-6,-6,-6,-6,-10,-10,-6,10,-6,10,-6,-6,-10,-6,-6,-6,10,-6,-10,-6,-6,-6,-6,10,-6,-10,-6,-6,-6,-10,-10,-6,-10,-6,-10,-6
140,-6,10,-6,10,-6,10,-6,-6,-6,-10,-6,-6,10,-10,-10,-6,-6,-6,-6,-10,-10,-6,-6,-6,-10,-6,-6,-6,-6,-6,-6,-10,-6,-6,-6,-6,-10,-6,-10,-6,10,-6,-6,-6,-6,-6,-6,-6,-10,-6
150,-6,-6,-6,-6,-6,-6,-6,-10,-6,-6,-6,-6,10,-6,10,-6,-10,-6,-10,-10,-6,-6,-6,-10,-6,-10,-6,10,-6,10,-10,-10,-6,-6,10,-10,-6,-6,-6,-6,-6,10,-6,10,10,-6,-10,-6,-6,10
160,-6,-6,-6,-6,-10,-6,10,-6,10,-6,-6,10,-6,-6,-6,-6,-6,-10,-6,-6,-6,-6,-6,-10,-6,10,-10,-10,-10,-10,-6,-6,-6,10,-6,-6,-6,-6,-6,10,-6,-6,-6,-6,10,10,-6,-10,-6,-6
170,-10,-10,-10,-10,10,-10,10,-6,-6,-6,-10,-6,-10,-6,-6,-6,-6,-6,-6,-6,-10,-6,-6,-6,10,10,10,-10,-6,-10,-6,-10,-10,-6,-10,-6,-10,-6,-6,-6,10,10,-6,10,-10,-6,-6,-10,10,-10
180,-10,-6,-6,-10,10,-10,-6,-6,10,-10,-6,10,-10,-6,10,10,-6,-10,10,-6,-6,10,-10,-10,-6,-6,-6,-6,-10,-10,-6,-6,-10,-6,-6,-6,10,10,-10,-10,-6,-10,-6,-10,-6,-6,-6,-6,-10,-6
190,-6,-6,-10,-6,-6,-6,-6,-10,-6,-6,-6,-10,-10,-6,-6,-6,-6,-6,-6,10,-10,10,-10,-10,-6,-6,-6,-6,-6,-10,-6,-6,-6,-6,-10,-6,10,10,-10,-6,10,-6,-6,-6,-10,-10,-6,-10,-6,-6
200,10,-10,-6,10,-6,-6,-6,-6,10,-6,-6,-6,10,-6,-6,-6,-6,-10,10,-10,-6,10,-6,-10,-10,-6,-10,-10,-6,-10,-6,-10,-6,10,-10,-6,-10,-6,-6,10,-6,-6,-10,-10,-6,-6,-10,10,-6,-10
