1,8,-2,-4,-10,0,10,10,4,-2,-4,2,4,-8,0,-2,0,-2,-6,2,-6,-6,-8,2,6,-4,-4,-12,-2,6,-4,-4,0,-4,6,10,0,2,2,4,2,-4,-8,0,-2,4,4,6,0,0,-2
10,4,-2,-6,-6,4,-10,8,20,12,12,-6,-12,-4,-10,0,-6,2,-10,0,6,-6,6,10,-4,10,0,10,0,12,-2,-2,0,-16,2,-4,0,6,-10,-2,2,4,6,8,12,0,6,-8,-8,6,-6
20,-18,-22,-12,4,18,-24,-26,-2,2,6,-10,22,12,-2,0,-14,-22,20,-18,16,-8,4,-24,6,28,16,-18,-6,8,-6,18,-22,10,-6,-4,-6,4,-12,0,16,14,0,6,-18,14,6,-16,24,-12,-6
30,-30,12,24,4,4,-30,-30,-30,-6,-18,22,-30,-30,8,-30,-30,30,12,-10,4,-4,-4,-2,30,2,30,4,12,28,16,-24,-4,14,8,-30,8,20,-18,-18,-10,-28,-30,12,-8,-28,-18,-12,10,-12,14
40,-22,-18,-8,-30,-30,22,-20,-12,6,12,0,-30,-6,16,24,0,-2,-12,-6,-30,-12,30,-18,26,30,12,26,-26,30,-30,-14,-16,4,12,26,-18,-10,-30,26,-16,10,10,26,-28,16,22,30,4,-8,-6
50,-30,-30,14,14,2,30,30,-12,-4,-22,30,-18,-8,-12,-30,-18,4,14,-6,-14,20,-14,0,20,-30,-30,26,8,30,10,-10,-22,10,-22,-6,2,-30,-16,-30,-2,6,-26,-30,-30,18,26,30,22,26,30
60,30,-30,26,-4,-10,30,30,-30,-30,-12,-30,4,-18,-18,30,-18,-30,-20,-2,30,-30,-30,4,-16,-30,-18,-24,30,-4,-30,-30,30,14,30,-30,30,-30,30,-30,30,20,14,4,-22,26,2,30,-30,-30,30
70,-30,30,-30,-20,-14,-30,30,-4,-30,30,-16,4,0,16,-30,-30,-14,18,12,-8,-30,8,-30,30,-30,-30,28,-30,30,30,-30,18,30,-30,-4,-30,-30,30,-10,-30,-30,-14,14,30,-30,30,-30,6,30,30
80,-8,-30,-30,-30,14,-12,-12,-30,24,-30,8,-30,-18,-16,-30,2,30,4,-30,-20,0,24,-30,-30,-30,26,30,30,12,30,-30,-30,-30,-30,22,-12,30,10,-30,-30,4,-26,-30,2,2,24,30,-30,-30,-30
90,-30,-22,-30,30,30,20,26,30,-30,20,-16,10,30,30,18,-30,-30,-30,2,-30,-30,-30,-30,-30,-20,30,-30,8,30,30,-30,30,-22,20,-30,30,-20,-30,-30,-30,-30,-30,-6,-30,30,-30,-10,-30,22,30
100,-8,-30,-30,30,-30,8,-30,-12,-30,4,30,8,-6,-30,-30,-30,-30,-30,-30,-18,4,30,-30,-30,30,-30,-2,-12,30,4,-30,-30,30,-30,-30,-30,-18,6,8,-30,30,-30,-30,-30,-6,30,30,30,-30,-30
110,30,-30,-30,26,30,-26,30,16,-30,-30,-30,-26,0,-6,-30,30,30,-4,12,-30,-30,-22,-30,-30,-30,6,-30,-28,-30,-30,30,-30,-30,12,-30,-30,-30,30,30,2,-30,-30,30,30,12,-30,-20,-30,-30,30
120,30,30,-30,-30,-30,30,26,-24,30,30,-30,4,-30,-30,30,-30,30,30,-30,-30,-30,-30,12,-30,-30,-30,-30,-30,-30,-24,-30,-26,-30,-30,-30,30,12,30,22,24,22,-30,-30,-30,30,-30,30,30,30,-30
130,30,30,-18,-14,30,-30,30,-30,-30,30,-30,-30,30,-30,-26,30,-30,30,30,-30,30,-30,-18,22,30,-30,-30,30,-30,30,30,-30,30,2,30,2,-30,30,-30,-26,22,26,-30,30,18,30,30,30,30,-30
140,30,30,-30,6,-30,30,-30,-6,-30,26,30,-30,-30,30,-30,-18,30,30,-30,-26,30,-30,30,-30,-30,-18,-30,-30,-30,10,-30,-30,-22,30,6,-30,-22,-30,-30,14,-30,14,-30,30,30,30,-30,-30,-30,30
150,-30,30,14,-30,-30,-30,-30,-30,30,-30,30,-26,-30,14,-18,-18,-30,-30,-30,-30,14,-30,-30,-30,30,-30,30,6,-26,-30,-30,-30,-30,-30,-30,30,-26,30,-22,-30,-30,-18,-30,-30,-30,30,-30,-30,-30,-30
160,30,-30,-30,30,-30,30,-30,-18,-30,-30,-30,-30,30,-30,30,-30,-18,-30,-30,-30,-30,-18,30,-18,-18,-30,-30,-30,30,-30,-30,-30,30,30,-30,-30,-30,-30,-30,-30,30,30,-30,30,-30,30,-30,-30,-22,30
170,30,-30,-30,-30,-30,-26,-30,-30,-30,-30,30,-26,30,30,-18,-30,14,30,-18,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-22,-30,30,30,30,-30,-30,-30,-26,-30,-30,-30,-30,-30,30,30,-26,-30,30
180,30,-30,30,30,30,-30,30,-22,-30,-30,30,-30,-26,30,-18,-30,-30,-30,-26,-30,-30,-30,-30,30,-30,22,-30,14,-30,22,-30,14,30,-30,-30,-30,-30,-30,30,22,-30,-30,-26,-26,-22,-30,-30,-26,-18,-30
190,-30,30,30,30,-30,-30,-22,-18,30,30,-22,-30,30,30,-18,-30,-30,-30,14,30,-30,30,-30,30,30,-30,30,-30,-30,-30,22,-30,-18,-18,-30,30,14,30,-30,-30,-30,30,-30,-22,30,-30,30,-18,14,-30
200,30,-30,-22,-30,30,30,-30,30,-30,-30,-30,-22,-30,30,-30,-30,30,-30,-18,-18,-30,-30,30,-18,-30,30,-30,-30,-18,-18,30,-30,-30,-26,-26,-30,-18,-18,-30,30,30,30,-30,-30,-30,-30,-30,-30,-30,-30
