1,4,0,6,-2,0,4,-8,2,4,12,-10,-4,4,2,4,8,4,4,4,0,-6,-2,-2,2,-6,4,8,-8,-2,2,-4,0,6,-2,-12,-4,-2,8,0,0,4,10,-2,10,-2,2,16,-4,8,2
10,12,10,0,-2,-2,-8,12,-14,0,4,6,4,10,-4,-14,0,6,0,8,2,-10,-2,-4,0,2,-4,8,4,-6,0,-2,6,0,-14,8,0,10,2,0,-6,10,12,8,2,4,2,2,2,10,-4
20,-6,16,-12,-14,2,26,8,-4,-2,10,-8,-10,-8,8,-8,6,4,8,-20,-16,-6,20,24,-10,6,6,6,-16,16,8,16,-2,4,-16,4,-12,-8,18,-20,-2,-20,0,-24,18,12,-4,-4,0,-18,-12
30,-2,-2,22,0,10,12,-4,-2,2,16,14,-6,-10,-2,-30,14,20,-12,-4,14,-4,16,8,0,20,10,20,-6,-6,-10,14,-28,22,8,-18,-12,-24,-24,-4,12,26,18,-6,-14,14,2,20,30,22,14
40,0,-4,14,-22,-10,30,30,2,12,2,-6,20,12,14,22,12,-26,-12,10,8,30,-2,-30,-10,-14,-16,-18,-12,16,30,10,12,-2,20,-4,30,20,-28,-20,2,12,-16,-6,8,-18,-24,20,30,-10,-24
50,-6,-6,30,-20,2,8,0,2,0,18,-14,-26,30,-8,18,-4,2,-30,2,-18,-10,30,30,-20,-30,-4,10,16,14,-4,-30,-16,-24,8,10,14,-6,12,-30,-14,6,14,-8,10,-24,-22,16,-30,-30,-4
60,-12,30,0,30,-8,-6,14,-30,-6,-30,-10,24,30,30,28,30,-22,22,-26,-22,0,-18,-30,-30,30,14,-6,24,10,-22,-22,30,20,2,-26,-30,-30,18,14,26,-24,22,-28,30,10,30,-10,-24,-16,30
70,-12,30,-18,-2,6,30,0,-12,-30,-30,-30,-26,-10,-30,30,-30,26,30,-30,-30,-30,4,-2,-30,22,22,-30,10,14,-26,30,30,-30,30,-30,-30,-30,30,8,16,-30,10,30,-30,-30,18,-30,30,-20,22
80,-30,16,30,-10,16,30,-4,-6,-30,30,22,-30,-30,-30,30,14,12,30,-30,30,20,10,-30,30,-6,30,30,30,30,-28,-30,16,-30,30,-30,-30,-30,22,-30,4,30,-26,30,30,-16,-20,-8,16,30,28
90,30,30,30,-30,30,-30,30,16,10,0,8,-30,14,-30,-30,30,-30,26,30,-30,-30,-30,28,-30,30,28,-30,-30,10,-30,-6,-30,-30,30,-30,-30,-30,-26,8,-30,0,-30,30,-30,30,30,-30,30,-30,-16
100,-26,30,-30,-30,-30,-30,30,30,-30,-16,-30,6,-30,30,-30,-30,-24,-30,-30,-30,30,30,2,30,-30,-30,-30,-30,30,30,4,-30,30,-30,-30,30,-30,8,-30,-26,-30,-30,30,-30,30,0,0,-30,30,30
110,-30,30,-30,30,30,14,-30,-30,10,-2,-30,-30,-30,30,-30,30,-30,-30,30,-30,0,30,-30,-30,-30,30,30,-30,30,-30,-30,30,-30,-30,4,-30,30,30,-8,30,-30,30,-30,-30,30,-10,30,30,-30,-30
120,-30,30,-30,-30,-30,30,-30,30,30,-30,20,30,-30,30,30,30,-30,30,-30,-30,30,22,30,-30,30,30,-30,-30,30,-30,-30,-30,-30,-30,-30,26,-14,30,-30,30,-30,-30,-30,-30,-30,-30,30,-18,30,30
130,-30,30,30,-30,-30,30,-30,30,30,30,30,-30,30,-10,-30,30,-30,30,-30,-30,-10,30,26,30,6,30,-30,30,30,30,30,-10,-30,-30,-30,-30,-30,30,-30,-10,10,30,30,30,-6,-30,30,-2,30,-30
140,30,-30,30,-30,30,30,-30,-30,-10,30,30,-30,6,30,-10,-10,-30,0,-30,30,30,30,-30,-10,30,30,-30,30,-30,30,-30,-6,8,-30,30,-30,30,30,30,30,-30,-10,30,30,30,-22,-30,22,30,30
150,-30,30,-22,30,-30,26,30,-30,-30,30,-30,30,-22,-30,-30,30,-30,-30,-30,-22,-30,30,-30,30,-30,-22,-30,30,30,-22,30,-30,30,30,30,30,30,30,-30,-30,30,30,-30,-30,-30,-30,-30,-30,-30,-10
160,30,30,30,-30,30,-30,30,-30,30,30,-22,30,-30,-30,30,30,26,-22,30,30,-30,-30,-22,30,30,30,-22,30,-30,-10,30,-30,-30,-30,-22,30,-30,30,-30,30,-30,-30,-22,-30,30,30,-22,-30,30,30
170,-30,-30,-30,30,-30,-30,30,30,-30,30,30,30,-22,30,-30,-30,30,2,30,30,30,30,30,30,-30,30,-22,-30,-30,-30,-30,30,-30,30,-30,-30,-30,30,-30,-10,-30,30,2,30,-30,-10,30,-30,30,-30
180,30,30,30,-30,-30,-30,30,-30,30,-30,30,30,-30,30,30,-30,-30,-30,-30,-30,30,-30,-30,30,30,30,-30,30,30,30,-22,-30,-30,30,-30,-30,-30,-30,30,-30,30,30,-30,30,-30,30,-30,30,-30,30
190,30,-30,-30,30,-30,30,-30,-30,30,-30,-30,30,30,-30,30,-30,-30,30,-30,30,30,30,-30,30,-30,30,30,30,-30,-30,-30,30,30,-30,30,30,30,-30,30,30,-10,2,30,30,-30,30,-30,-30,-30,-10
200,-30,-30,-30,-10,-30,30,30,-22,-30,30,-10,-30,-30,-30,30,-10,-30,30,-30,-30,-30,-30,-30,-30,30,30,-10,30,30,-30,30,-30,-30,-30,-30,-30,30,30,30,30,30,-30,-22,-22,30,-30,-30,30,-30,-30
