1,4,-2,-2,2,-4,0,0,2,0,0,0,0,0,-2,-4,0,2,2,-2,0,-2,-6,-2,4,0,0,-4,2,0,0,2,2,0,-4,-2,0,-2,4,0,0,2,0,2,-4,0,2,-2,2,-4,0
10,0,-2,-10,-2,0,4,2,-4,-8,2,0,-4,-6,0,2,0,2,2,-6,4,0,0,-6,4,4,8,2,-8,-4,2,0,2,4,-6,-8,-2,6,8,0,-2,10,0,-2,-2,-2,6,2,8,0,-2
20,10,-2,-10,10,10,0,-6,2,-10,0,-4,-2,6,-4,-2,6,-4,-10,6,6,-4,0,2,4,6,8,2,0,10,-8,0,8,0,10,-8,6,0,-2,-6,6,4,4,-10,10,6,-10,6,-4,-2,8
30,-10,10,-2,-10,6,-10,-10,-2,6,2,2,6,4,-10,6,10,10,10,10,10,10,6,-10,-6,10,4,-10,-10,-2,-10,10,-8,10,2,-10,10,-10,10,-10,-6,-10,10,-2,10,-4,-4,10,6,4,8
40,10,-2,10,-10,10,10,-10,10,10,2,6,10,10,10,10,10,10,-10,-10,-10,-10,-10,-10,-10,-10,10,10,6,-2,-10,-8,10,10,10,10,10,10,6,-10,-10,10,10,2,10,10,10,-10,-10,10,-2
50,10,10,6,10,-10,-10,10,-10,10,10,-2,-10,-10,10,10,10,10,10,-2,10,-10,-10,6,6,10,10,10,-10,6,-10,-10,-10,-10,-10,10,2,10,10,6,-2,-10,4,-10,-10,10,10,10,10,10,-10
60,6,-10,-10,6,10,-10,-10,10,-10,10,10,10,10,-10,10,-10,10,10,-10,10,10,-10,-2,10,-2,-10,10,-10,-10,6,10,-10,-10,10,-10,2,6,10,10,-10,-10,10,10,-10,10,10,2,-2,10,6
70,10,-10,10,-10,10,10,-10,-10,10,10,10,10,-2,10,-10,10,10,10,10,10,-10,6,10,10,10,10,-2,6,10,10,6,-10,10,10,10,-10,10,10,-10,10,10,-10,10,-2,10,10,10,10,-10,-10
80,6,10,-10,10,10,-2,10,2,-10,-10,-2,10,10,-10,-10,-10,10,-2,-10,10,10,-2,10,-2,10,6,10,10,10,10,-10,-2,-10,10,-10,2,10,-10,10,10,-2,2,-2,10,10,10,-2,-10,-2,-10
90,2,10,10,-10,10,10,6,-10,10,6,10,10,10,2,10,10,10,-10,10,10,10,-10,-10,2,2,10,10,10,6,2,-10,6,10,10,-10,-10,10,10,2,10,-10,10,10,-10,-10,10,6,-10,10,10
100,10,10,-10,10,6,-10,-10,10,10,-10,-10,10,10,-10,10,-10,10,6,10,10,10,10,10,10,10,10,-10,-10,-10,-10,-10,-10,10,10,10,10,10,10,10,10,6,10,10,6,-10,10,-10,6,10,-10
110,6,6,10,10,10,10,10,10,10,10,-10,10,6,10,10,10,10,10,10,-10,10,10,-10,10,-10,10,10,10,10,2,6,10,10,10,10,-10,10,6,10,6,10,-10,10,6,10,10,10,10,-10,10
120,-10,10,2,-10,10,10,-10,10,6,10,10,-10,6,10,10,10,10,-10,10,6,-10,10,10,10,10,10,10,2,10,-10,10,-10,-10,6,6,6,10,10,-10,10,10,6,-10,10,10,10,10,-10,-10,10
130,10,10,10,-10,10,6,-10,10,-10,6,6,10,10,6,10,6,6,6,6,10,10,10,10,6,6,-10,10,10,10,10,6,10,10,10,6,10,10,10,10,6,-10,10,2,10,10,-10,-10,10,10,10
140,-10,10,10,-10,10,6,10,10,6,10,10,10,-10,6,10,-10,10,10,10,6,10,10,6,6,10,-10,10,10,-10,10,6,10,10,10,6,6,10,2,10,10,10,-10,6,6,10,10,10,6,10,10
150,10,10,10,10,6,10,10,10,10,10,10,6,10,10,10,6,10,10,10,6,10,6,6,10,10,10,6,10,2,10,10,6,10,-10,10,-10,6,10,6,10,2,10,2,6,6,10,-10,10,6,6
160,10,6,-10,10,10,6,10,10,6,10,10,6,6,10,10,6,6,10,10,10,10,10,-10,6,6,-10,6,6,-10,10,10,-10,10,-10,10,-10,10,10,10,-10,6,10,-10,-10,6,10,10,6,10,6
170,10,-10,10,6,10,-10,10,10,-10,10,10,10,6,6,10,6,10,10,10,-10,-10,10,10,-10,10,10,6,10,10,-10,10,10,10,10,10,10,6,10,10,-10,-10,10,-10,10,-10,10,-10,6,10,10
180,-10,-10,-10,10,10,10,-10,10,10,10,10,6,-10,6,-10,-10,10,10,6,-10,10,6,10,10,6,10,-10,-10,10,10,10,6,-10,10,-10,10,-10,10,10,10,-10,10,10,10,6,10,10,-10,-10,10
190,-10,6,10,10,10,10,10,-10,10,10,-10,10,10,10,-10,6,6,10,-10,10,-10,-10,-10,10,10,-10,6,10,-10,10,10,-10,-10,10,10,10,10,10,-10,10,10,10,6,10,10,10,-10,-10,10,-10
200,10,-10,10,6,6,10,6,10,6,-10,10,10,6,10,10,10,10,10,-10,6,6,6,6,10,10,6,10,10,10,-10,10,-10,10,10,-10,6,6,10,10,10,10,10,10,10,-10,-10,10,10,6,10
