1,-4,2,0,0,2,6,-4,0,0,0,-2,6,-2,2,2,4,-4,-2,2,0,-8,2,-4,0,-2,4,-2,6,0,-4,2,6,-2,6,6,-10,2,-2,2,4,-2,2,0,-6,2,2,-4,2,6,-2
10,10,6,-2,0,6,-6,2,-14,4,2,0,6,-2,4,4,-4,2,4,12,6,4,2,2,-8,-2,12,0,-2,4,6,2,4,0,0,-8,2,0,-2,-4,-4,-6,-2,-2,4,-10,2,-2,-8,-2,-6
20,14,0,-8,8,-2,-20,10,-12,-10,2,6,2,-12,-12,10,20,14,10,-10,4,-2,-4,2,20,10,0,18,18,20,0,4,2,-4,-8,4,6,-14,2,-8,2,16,-10,6,12,-4,0,20,10,-12,10
30,10,8,-20,-20,-8,-2,-8,20,20,2,16,20,10,10,-20,20,12,-4,-12,6,0,-6,2,16,-6,6,14,0,12,-4,0,-20,-18,-14,-16,-18,6,16,-20,20,6,0,20,6,6,14,2,-8,8,-2
40,-6,-6,20,20,20,-14,20,-14,-14,-20,-20,-6,-20,2,16,4,2,-12,-20,0,10,16,0,-16,-8,20,-6,-20,6,20,20,12,4,-12,10,20,18,-18,-20,-20,4,2,6,-20,20,-4,8,20,12,20
50,18,20,-20,-20,-18,-10,-20,-16,20,-20,-20,-20,-14,20,-20,4,-2,20,-2,18,-6,-20,-6,-20,-2,2,-12,-10,-20,-14,20,-20,-4,20,2,6,-10,-16,-14,8,0,8,-14,20,4,-14,-20,-12,-14,10
60,-2,20,-20,-2,20,-10,20,-20,-8,20,-20,-20,20,-20,0,20,-20,-20,12,12,6,-4,-20,-6,20,20,0,20,-4,-20,20,0,-20,-12,20,6,16,12,-2,20,-6,-20,-20,-20,18,-6,20,-20,-20,-20
70,-20,20,-20,-20,-20,-20,20,20,-20,20,8,20,6,-16,-14,20,-20,20,10,-12,2,-14,-20,-20,-20,-6,20,-20,-2,20,10,-20,-20,-8,20,-20,0,-20,20,20,20,-20,-20,-8,20,18,20,6,-20,20
80,-20,20,-20,20,20,-20,-20,-20,-20,-20,-20,-8,-20,2,-20,6,20,-20,20,-8,20,4,20,20,20,-20,20,-20,20,6,-20,-12,20,20,-10,6,-20,-20,6,-14,20,20,-20,2,-20,20,20,-14,-20,20
90,20,-10,20,-20,-20,-10,-20,-20,20,-20,-20,20,-20,-20,-20,-20,-20,-20,10,-20,-20,-20,-20,-20,-6,20,-20,-12,20,20,-12,20,-14,20,-20,-20,-2,-20,20,-20,20,-20,20,20,20,20,20,2,-4,-20
100,20,8,20,-4,20,-20,-20,-16,12,-20,-20,-20,12,-4,20,20,20,20,20,-6,-2,-20,0,-20,-20,-10,-20,-20,-20,0,-20,20,-20,16,16,12,-20,-20,-20,-20,-20,12,-20,-20,20,8,-20,20,20,20
110,-20,-20,-20,20,20,-20,-20,20,-14,-20,-4,-20,-20,-20,12,12,-10,20,-20,12,12,12,12,-20,-4,-4,20,12,16,20,16,-20,20,-20,-20,-12,20,-20,-4,-14,-12,-20,12,-20,-20,20,-4,20,-20,12
120,12,-20,16,20,12,20,20,-4,-20,-4,-4,20,-20,-20,-4,-16,-20,-20,-4,-20,-20,-20,16,-20,20,-20,12,-20,-20,12,-20,-4,-20,12,12,-16,-20,16,20,20,20,20,-20,20,-20,16,20,20,0,-4
130,-20,20,20,-20,20,-4,20,20,-20,-20,20,-20,-20,20,20,4,20,-20,20,20,-4,-20,-20,-20,-20,20,-20,20,20,-4,20,20,-12,-20,-4,-4,20,-4,4,-20,-20,4,-4,-4,-4,20,20,20,-20,20
140,-20,-4,-4,20,20,16,-4,-4,20,-20,20,-4,-20,20,20,-20,-20,20,-12,-16,-20,-20,-4,-4,-4,20,-20,20,-20,-20,-20,20,12,-4,20,-4,20,-20,-20,-4,-20,-4,-20,0,-4,-4,20,-4,0,-4
150,-4,20,-20,0,-20,20,-20,-16,20,20,20,12,-16,-4,-20,-20,-20,20,-20,-8,20,-4,-12,12,-20,-20,-4,-20,12,16,-20,-20,-4,20,12,20,12,-4,20,-20,-4,12,-4,20,-20,-20,12,-4,12,-12
160,-20,-20,12,-4,20,-20,20,-4,-4,20,12,-20,-20,-4,20,-20,-20,-20,-20,-20,4,-12,-20,-20,-4,-20,20,-20,-4,-20,-4,-20,-20,-4,20,-4,20,20,-20,20,4,-20,-4,-20,-20,-20,12,-20,-4,20
170,4,20,20,20,20,20,-12,20,20,-20,4,-4,12,20,20,-20,20,-20,-20,4,20,-20,-20,20,20,-20,4,-20,-20,20,20,20,-20,20,-20,-20,-20,-4,20,20,20,-20,-20,-20,-4,-20,-20,-20,12,-20
180,-20,20,20,20,20,12,-20,20,4,-4,4,-20,-20,12,-20,-4,20,20,-20,-4,-4,20,-20,-4,20,-20,20,0,20,-20,-20,20,-4,20,-4,20,-4,-12,-20,-12,20,20,-20,20,20,-4,20,-4,20,20
190,-4,12,-12,20,20,12,4,-4,-4,20,12,12,12,-20,20,20,-4,20,20,-20,0,20,20,-20,20,-20,20,12,12,20,-20,-4,0,20,20,20,-4,20,20,-20,20,4,20,20,-4,20,20,-20,4,4
200,20,20,-20,-4,12,20,20,4,4,-4,20,-4,20,12,20,-20,20,20,-20,-20,20,12,4,-4,20,-4,12,20,20,12,20,4,20,-4,20,20,-20,20,-4,12,-4,-4,4,12,20,20,-20,20,-20,20
1,0,-4,10,2,-10,4,2,4,4,4,-2,8,-10,8,-2,4,-4,-2,-6,2,-10,-8,-2,2,2,-2,-4,-6,-2,-2,4,4,4,2,-6,-2,4,4,4,-4,-2,-2,6,2,-8,-2,-2,2,-2,2
10,4,4,-14,2,0,-8,2,0,-6,-10,0,-4,-6,-4,-6,-4,-4,-6,-8,-8,0,-2,-6,-6,0,4,-2,-2,-2,2,4,12,-2,8,-8,-10,-2,6,-4,0,-12,6,6,-2,12,-6,8,6,2,-2
20,16,14,10,-12,0,-14,-12,10,-14,-6,-12,8,-12,-20,4,-2,-2,-6,-18,-4,-12,10,-10,-6,2,4,8,18,2,12,-8,-20,2,2,-6,2,0,14,20,0,6,10,-18,-8,12,-14,12,8,-8,18
30,-18,8,-20,6,10,-12,-20,-4,-14,-16,-12,6,-20,-6,-18,-8,6,-6,-12,-2,2,-18,-6,16,6,-6,-6,-2,-20,6,4,-4,-10,-4,-20,8,-18,-2,14,-14,18,6,14,-20,18,-10,16,12,8,-6
40,16,20,-16,-20,-20,-20,-20,-20,2,-20,-4,12,-10,4,20,20,20,20,-4,20,-14,2,14,-2,8,2,20,14,-6,-20,-10,-10,-20,-6,-14,8,16,20,10,6,12,-20,18,10,-20,20,20,-2,6,-20
50,14,-20,-20,-2,20,-20,-4,20,-20,10,-20,20,20,-14,0,20,8,-20,20,8,20,20,20,0,-20,6,-2,20,-16,20,-20,-6,8,20,20,-8,-20,-20,-20,-20,8,14,20,-20,20,4,-18,20,20,-6
60,-14,20,20,-20,20,-20,-20,12,-4,10,-20,-16,20,16,20,6,20,20,20,-6,-20,4,20,20,-20,18,16,-20,-20,-16,20,12,6,-10,-12,-2,20,12,18,18,-20,-20,20,2,20,-20,-20,20,20,20
70,-20,12,16,-20,-20,-14,12,20,20,20,16,20,-18,20,20,20,-4,-20,16,-12,-20,0,-4,20,6,20,20,20,-16,6,10,-6,-18,20,10,-20,-20,20,20,20,-20,-20,20,20,-8,-20,12,12,-20,20
80,-4,-8,-20,20,-18,-20,10,-14,10,20,12,-10,20,20,-20,16,12,12,-16,-20,-20,20,20,16,-20,-2,-20,-18,-16,18,-20,-16,0,20,-20,-8,14,-2,-20,20,20,-6,-16,20,20,-20,-20,20,8,-12
90,0,-6,20,-20,-20,20,-10,20,2,-2,-2,20,-20,20,14,20,-20,20,-20,20,20,-8,-4,-12,20,20,-8,20,-20,-20,10,20,-10,-20,20,20,20,-20,20,-16,-20,-20,4,20,-20,20,-20,20,-20,20
100,-20,-20,20,12,-20,20,-20,-16,-20,-4,-20,20,10,20,-16,20,20,-20,-20,20,20,-20,-20,20,-16,20,20,-14,-20,-20,-20,20,-20,-16,20,20,-20,-20,20,20,0,20,20,-4,20,16,20,20,16,12
110,20,20,16,-20,-20,20,-20,20,-20,-20,-20,-20,20,-20,20,-20,20,20,-20,-20,20,20,-20,20,20,-20,20,20,-20,20,-20,-20,-16,-20,20,20,20,-20,20,20,20,-20,-16,20,20,-20,-20,-20,20,12
120,20,-20,20,20,-20,20,-20,-20,20,-20,-20,20,-20,20,-20,-20,20,-20,20,20,20,20,20,20,-20,20,-20,-20,-16,-20,20,20,20,20,-20,-20,20,-20,-20,-20,20,20,-20,-10,20,-20,20,-20,-20,12
130,20,-20,-12,-20,20,20,20,-20,-20,-20,20,-20,-20,20,-20,-20,20,20,20,20,-20,-20,20,-8,-20,-20,-20,20,-20,20,20,-20,-20,20,-20,20,-20,-12,20,-20,-20,20,20,-20,-20,-20,-12,-20,-20,20
140,-20,20,20,-12,-20,20,-20,20,20,-20,20,-20,20,-20,-20,20,-20,-20,-20,20,-20,20,20,-20,20,20,20,20,-20,-20,20,-20,-12,20,-20,-20,20,20,20,-20,20,-20,-8,-20,-20,20,20,-20,-20,20
150,20,20,20,-20,20,20,-20,20,-20,20,20,-20,20,20,-20,20,20,20,20,-20,20,20,20,-20,-20,-20,-20,-20,20,-20,20,-20,20,-20,20,20,20,-20,-20,-12,20,20,20,-20,20,-20,20,20,-20,20
