1,2,-4,-2,-4,0,0,0,0,-2,4,2,0,-4,-2,6,-2,0,-4,2,-8,6,4,-4,0,0,2,2,2,0,-2,4,-4,-4,8,0,-4,2,-4,2,2,0,0,0,4,0,0,0,0,4,-2
10,0,-2,2,0,-4,6,-2,2,0,0,-4,2,4,2,-2,2,-2,2,-4,-2,-4,-2,-2,-4,2,-4,-2,-6,-4,4,0,4,-8,-6,4,-8,-10,-4,-8,-4,2,-6,2,-2,-2,-8,0,4,-4,-4
20,0,4,-6,10,-10,4,0,0,10,2,-8,8,-2,-4,2,2,4,-2,0,10,10,6,-10,-8,-2,6,4,6,-10,-4,-2,10,-6,2,-10,4,-10,10,8,8,-2,10,4,4,-10,8,-10,8,10,10
30,10,8,-10,4,10,8,-10,2,-6,2,10,2,6,0,-4,10,-8,-10,-8,-10,10,-4,10,-4,-10,10,-10,-10,-10,10,-2,-10,2,10,10,-10,8,10,6,-4,10,10,-10,10,-10,-10,-4,8,10,-10
40,-6,-10,8,8,10,-10,-10,6,-6,-2,-10,-10,-6,10,6,6,-10,-10,-10,-6,-4,-10,-6,-10,10,10,10,6,10,0,-10,-4,-10,-10,8,10,6,-6,10,10,6,-10,-10,-10,6,-10,-10,-4,-10,10
50,-6,10,-10,-10,10,10,-10,-10,10,-10,-10,6,-10,-10,4,-10,10,-10,-6,-10,-10,-6,2,-10,-10,10,-6,-10,-10,-10,-6,-6,-10,4,6,10,-6,10,10,6,-6,10,-10,-10,10,-10,4,10,-10,-8
60,-6,10,10,-10,-10,2,-6,10,10,10,-10,10,-6,2,-6,-10,-10,-6,-6,-6,10,-10,2,6,10,8,10,10,-10,2,10,-10,-10,-10,10,10,-10,10,-10,-10,-6,-10,-10,10,-6,2,-10,-6,-10,2
70,2,10,10,10,10,10,-10,-10,10,10,-10,-6,-10,-10,-10,-10,2,-6,10,-6,-6,-10,10,10,10,-10,-10,10,10,10,10,10,-6,10,10,-6,-6,2,10,-10,-10,-10,10,-10,-10,-10,-10,-10,-2,2
80,-6,-10,2,-10,-10,10,-10,-10,-10,10,-10,-2,-10,-10,-2,-10,-2,-10,10,-10,-10,10,-10,2,-10,-2,10,-10,10,10,10,2,-6,10,10,-10,10,-10,-10,-10,10,-10,2,-10,10,-10,-10,-10,-10,-6
90,-10,10,-10,10,10,10,-10,-10,2,-10,-6,-10,10,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,10,10,-10,10,10,-10,-10,10,10,10,-10,-10,-6,-10,-2,-10,2,10,-6,-6,10,10,-10,-2,-10,-10,-10
100,-10,-10,-10,10,-10,10,2,-10,-10,10,-10,2,-10,-10,-10,-10,-6,10,-10,-10,-10,-10,-10,-10,-6,-10,-6,-10,2,-10,-10,-10,-10,-10,10,-10,-10,-10,-10,-10,-10,-10,2,10,10,10,2,-6,-10,-10
110,-10,-10,-10,-6,-10,2,-10,-10,-10,-10,10,10,-10,-10,-10,2,-10,-10,-6,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-6,-10,-6,-10,-10,10,-10,-10,-10,-10,-10,-6,-10,10,10,-10,-10,-10,-10,-10
120,-10,-10,-6,-10,-10,-10,-10,2,-10,-10,-6,-10,10,10,-10,-10,-6,-10,-10,-10,-10,-10,-10,-6,-10,10,-10,-10,-10,-10,-10,10,-10,-10,2,2,-10,-10,-10,-10,-10,-10,-10,2,-10,-10,-10,-10,-10,-10
130,-10,-10,-10,10,-10,-10,-10,-10,-10,-10,2,-10,-10,-10,-10,-10,-10,-10,-10,-6,-10,-10,2,-10,-6,2,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,10,-6,-10,10,-10,-10,-10,2,-10,-10,-10,-10,-10
140,-10,-10,10,-10,10,-10,-6,-10,-10,-10,-10,-10,-6,-10,-10,-6,-10,-10,-10,-10,-10,-10,-10,-10,10,-6,-6,-10,2,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,-10,2,-10,-10
150,10,10,10,-6,-10,-10,2,-10,-10,-10,-10,-10,-10,-10,-6,-10,-10,10,-10,-10,-6,-10,-10,-10,-10,2,-10,-10,-10,-6,-10,-10,-10,-10,-10,-6,-10,-10,-10,-10,-10,-10,-6,-10,2,-10,-10,-10,-10,-10
